Einzelplan;Kapitel;Titel;Titelgruppe;Funktion;Titel-Text;Soll 2026;;Titel;Seitenzahl
21;11;52703;0;11;Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen                                                    ;4;;300489440;9
21;11;52901;0;11;Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen                                                                                                                            ;35;;300468550;9
21;11;54201;0;13;Öffentlichkeitsarbeit                                                                                                                                                                                   ;50;;300489450;91
21;11;54301;0;11;Veröffentlichungen und Fachinformationen                                                                                                                                                                ;250;;300468560;94
21;11;54501;0;11;Konferenzen, Tagungen, Messen und Ausstellungen                                                                                                                                                         ;150;;300489460;95
21;11;54709;0;11;Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden                                                                                          ;0;;300468570;97
21;11;63257;57;18;Erstattungen des Bundes für Versorgungslasten                                                                                                                                                           ;0;;300468572;101
21;11;63403;0;11;Zuweisungen an den Versorgungsfonds                                                                                                                                                                     ;4900;;300489470;101
21;11;98103;0;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981<RB>.1 und 981<RB>.7                                                                                                                          ;0;;300489472;105
21;11;98107;0;890;Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben                                                                                                                        ;0;;300489473;105
21;12;11101;0;11;Gebühren, sonstige Entgelte                                                                                                                                                                             ;15;;300468590;106
21;12;11201;0;51;Geldstrafen, Geldbußen und Gerichtskosten                                                                                                                                                               ;0;;300468591;106
21;12;11999;0;11;Vermischte Einnahmen                                                                                                                                                                                    ;20;;300489490;107
21;12;13201;0;11;Erlöse aus der Veräußerung von beweglichen Sachen                                                                                                                                                       ;50;;300489491;107
21;12;38103;0;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381<RB>.1 und 381<RB>.7                                                                                                                         ;0;;300468541;108
21;12;42101;0;11;Bezüge der/des Bundesbeauftragten für den Datenschutz und die Informationsfreiheit                                                                                                                      ;200;;300468324;108
21;12;42201;0;11;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten                                                                                                                                       ;21385;;301068501;124
21;12;42202;0;11;Bezüge und Nebenleistungen der beamteten Hilfskräfte                                                                                                                                                    ;0;;301068210;124
21;12;42203;0;11;Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst                                                                              ;0;;301089110;124
21;12;42211;1;11;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten                                                                                                                                       ;335;;301068220;125
21;12;42709;0;11;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige                            ;438;;301089120;125
21;12;42801;0;11;Entgelte der Arbeitnehmerinnen und Arbeitnehmer                                                                                                                                                         ;7380;;301128208;13
21;12;45301;0;11;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen                                                                                                                                       ;100;;301128209;13
21;12;51101;0;11;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung                                                              ;1000;;301138103;13
21;12;51111;1;11;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung                                                              ;765;;301138107;13
21;12;51701;0;11;Bewirtschaftung der Grundstücke, Gebäude und Räume                                                                                                                                                      ;2670;;301111957;13
21;12;51802;0;11;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement                                                                                                                        ;4949;;301123257;13
21;12;52501;0;11;Aus- und Fortbildung                                                                                                                                                                                    ;150;;301152901;131
21;12;52701;0;11;Dienstreisen                                                                                                                                                                                            ;600;;301154201;131
21;12;53201;0;11;Aufträge und Dienstleistungen im Bereich Informationstechnik                                                                                                                                            ;900;;301154709;132
21;12;53202;0;11;Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT)                                                                                                                                          ;150;;301168906;132
21;12;53211;1;11;Aufträge und Dienstleistungen im Bereich Informationstechnik                                                                                                                                            ;150;;301197201;132
21;12;53999;0;11;Vermischte Verwaltungsausgaben                                                                                                                                                                          ;150;;301198101;133
21;12;71101;0;11;Kleine Neu-, Um- und Erweiterungsbauten                                                                                                                                                                 ;17;;301198103;133
21;12;81101;0;11;Erwerb von Fahrzeugen                                                                                                                                                                                   ;0;;301198107;133
21;12;81201;0;11;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)                                                                                                           ;300;;301143157;133
21;12;81202;0;11;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik                                                                                    ;1050;;301143257;134
21;12;81212;1;11;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik                                                                                    ;150;;301143457;134
21;12;98103;0;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981<RB>.1 und 981<RB>.7                                                                                                                          ;0;;301144357;134
22;11;11957;57;18;Vermischte Einnahmen                                                                                                                                                                                    ;0;;301144657;134
22;11;11999;0;11;Vermischte Einnahmen                                                                                                                                                                                    ;0;;301145357;134
22;11;23257;57;18;Beteiligung an den Versorgungslasten des Bundes                                                                                                                                                         ;0;;301163257;134
22;11;38103;0;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381<RB>.1 und 381<RB>.7                                                                                                                         ;0;;301142401;134
22;11;38107;0;890;Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben                                                                                                                       ;0;;301144101;134
22;11;42401;0;11;Zuführung an die Versorgungsrücklage                                                                                                                                                                    ;62;;301144301;134
22;11;43257;57;18;Versorgungsbezüge                                                                                                                                                                                       ;0;;301145202;134
22;11;43457;57;18;Zuführung an die Versorgungsrücklage                                                                                                                                                                    ;0;;301152601;135
22;11;44101;0;840;Beihilfen aufgrund der Beihilfevorschriften                                                                                                                                                             ;61;;301152602;135
22;11;44301;0;840;Fürsorgeleistungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften                                                                                                                  ;8;;301152703;135
22;11;44357;57;18;Fürsorgeleistungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften                                                                                                                  ;0;;301154301;135
22;11;44657;57;18;Beihilfen aufgrund der Beihilfevorschriften                                                                                                                                                             ;0;;301163403;135
22;11;45202;0;223;Unfallversicherung Bund und Bahn                                                                                                                                                                        ;2;;301197203;135
22;11;45357;57;18;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen                                                                                                                                       ;0;;301211101;137
22;11;52601;0;11;Gerichts- und ähnliche Kosten                                                                                                                                                                           ;0;;301211999;137
22;11;52602;0;11;Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen                                                                                                                     ;10;;301212401;137
22;11;52703;0;11;Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen                                                    ;1;;301213201;138
22;11;52901;0;11;Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen                                                                                                                            ;10;;301238103;138
22;11;54201;0;13;Öffentlichkeitsarbeit                                                                                                                                                                                   ;10;;301251802;138
22;11;54301;0;11;Veröffentlichungen und Fachinformationen                                                                                                                                                                ;10;;301283101;138
22;11;54501;0;11;Konferenzen, Tagungen, Messen und Ausstellungen                                                                                                                                                         ;10;;301298103;138
22;11;63257;57;18;Erstattungen des Bundes für Versorgungslasten                                                                                                                                                           ;0;;301242101;139
22;11;63403;0;11;Zuweisungen an den Versorgungsfonds                                                                                                                                                                     ;500;;301242201;139
22;11;98103;0;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981<RB>.1 und 981<RB>.7                                                                                                                          ;0;;301242709;139
22;11;98107;0;890;Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben                                                                                                                        ;0;;301242801;14
22;12;11999;0;11;Vermischte Einnahmen                                                                                                                                                                                    ;0;;301245301;14
22;12;13201;0;11;Erlöse aus der Veräußerung von beweglichen Sachen                                                                                                                                                       ;0;;301251101;14
22;12;38103;0;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381<RB>.1 und 381<RB>.7                                                                                                                         ;0;;301251401;14
22;12;42201;0;11;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten                                                                                                                                       ;1805;;301251701;14
22;12;42203;0;11;Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst                                                                              ;0;;301251801;14
22;12;42709;0;11;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige                            ;0;;301251901;14
22;12;42801;0;11;Entgelte der Arbeitnehmerinnen und Arbeitnehmer                                                                                                                                                         ;706;;301252501;14
22;12;45301;0;11;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen                                                                                                                                       ;60;;301252701;14
22;12;51101;0;11;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung                                                              ;439;;301253201;14
22;12;51111;1;11;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung                                                              ;35;;301253999;14
22;12;51701;0;11;Bewirtschaftung der Grundstücke, Gebäude und Räume                                                                                                                                                      ;488;;301271101;14
22;12;51801;0;11;Mieten und Pachten                                                                                                                                                                                      ;5;;301281101;14
22;12;51802;0;11;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement                                                                                                                        ;4918;;301281201;141
22;12;52701;0;11;Dienstreisen                                                                                                                                                                                            ;35;;301281202;141
22;12;53201;0;11;Aufträge und Dienstleistungen im Bereich Informationstechnik                                                                                                                                            ;2490;;301241221;141
22;12;53203;0;11;Sonstige Dienstleistungsaufträge an Dritte                                                                                                                                                              ;280;;301253929;141
22;12;53211;1;11;Aufträge und Dienstleistungen im Bereich Informationstechnik                                                                                                                                            ;50;;301242202;141
22;12;53999;0;11;Vermischte Verwaltungsausgaben                                                                                                                                                                          ;111;;301253919;141
22;12;71101;0;11;Kleine Neu-, Um- und Erweiterungsbauten                                                                                                                                                                 ;50;;320132511;6
22;12;81101;0;11;Erwerb von Fahrzeugen                                                                                                                                                                                   ;0;;320132512;6
22;12;81201;0;11;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)                                                                                                           ;710;;320159501;7
22;12;81202;0;11;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik                                                                                    ;1584;;320511101;9
22;12;81212;1;11;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik                                                                                    ;150;;320511102;9
22;12;98103;0;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981<RB>.1 und 981<RB>.7                                                                                                                          ;0;;320516212;9
23;1;16601;0;23;Zinsen aus Darlehen der bilateralen Finanziellen Zusammenarbeit und Erträge aus Treuhandbeteiligungen                                                                                                   ;61000;;320554101;1
23;1;16603;0;23;Zinsen aus Darlehen zur Verbesserung der Beschäftigungssituation                                                                                                                                        ;42;;320554102;1
23;1;18601;0;23;Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen sowie Zinsverbilligungsvorhaben                                                               ;600000;;320557314;1
23;1;18603;0;23;Tilgung von Darlehen zur Verbesserung der Beschäfétigungssituation                                                                                                                                      ;422;;320557501;1
23;1;38103;0;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381<RB>.1 und 381<RB>.7                                                                                                                         ;0;;320557502;11
23;1;68102;0;23;Leistungen nach dem Entwicklungshelfer-Gesetz                                                                                                                                                           ;8150;;320557503;11
23;1;68501;0;23;Berufliche Aus- und Fortbildung                                                                                                                                                                         ;56878;;320557504;11
23;1;68705;0;23;Förderung von Medien, Zugang zu Information und Meinungsfreiheit in Kooperationsländern                                                                                                                 ;28800;;320557505;11
23;1;68706;0;23;Krisenbewältigung und Wiederaufbau, Infrastruktur                                                                                                                                                       ;695772;;320557506;11
23;1;86611;1;23;Bilaterale Finanzielle Zusammenarbeit - Darlehen                                                                                                                                                        ;224000;;320557508;11
23;1;89601;0;23;Finanzielle Zusammenarbeit mit Regionen                                                                                                                                                                 ;130000;;320557510;11
23;1;89603;0;23;Bilaterale Technische Zusammenarbeit                                                                                                                                                                    ;1747000;;320557511;11
23;1;89606;0;23;Internationale Zusammenarbeit mit Regionen für nachhaltige Entwicklung                                                                                                                                  ;0;;320557512;11
23;1;89611;1;23;Bilaterale Finanzielle Zusammenarbeit - Zuschüsse                                                                                                                                                       ;1754000;;320557520;11
23;1;98103;0;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981<RB>.1 und 981<RB>.7                                                                                                                          ;0;;320557521;11
23;2;38103;0;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381<RB>.1 und 381<RB>.7                                                                                                                         ;0;;320557613;11
23;2;68471;7;23;Förderung der entwicklungspolitischen Bildung                                                                                                                                                           ;44000;;320811102;16
23;2;68501;0;23;Institutionelle Förderung der Engagement Global gGmbH - Betrieb                                                                                                                                         ;36150;;320811103;16
23;2;68571;7;23;Förderung des kommunalen Engagements                                                                                                                                                                    ;46000;;320814101;16
23;2;68701;0;23;Entwicklungspartnerschaft mit der Wirtschaft                                                                                                                                                            ;149100;;320814601;16
23;2;68703;0;23;Förderung entwicklungswichtiger Vorhaben der Sozialstruktur                                                                                                                                             ;57969;;320887101;17
23;2;68704;0;23;Förderung entwicklungswichtiger Vorhaben der politischen Stiftungen                                                                                                                                     ;300000;;320887601;19
23;2;68708;0;23;Gesellschaftliche Krisenreaktions- und Stabilisierungshilfe                                                                                                                                             ;0;;600101101;8
23;2;68771;7;23;Förderung langfristiger Vorhaben der Zivilgesellschaft                                                                                                                                                  ;0;;600101201;9
23;2;68772;7;23;Ziviler Friedensdienst                                                                                                                                                                                  ;65000;;600101301;9
23;2;68774;7;23;Entwicklungspolitische Austausch- und Entsendedienste                                                                                                                                                   ;45120;;600101401;9
23;2;68776;7;23;Förderung entwicklungswichtiger Vorhaben privater deutscher Träger                                                                                                                                      ;192000;;600101501;9
23;2;68777;7;23;Förderung langfristiger Vorhaben privater deutscher Träger zum Klimaschutz                                                                                                                              ;0;;600101502;9
23;2;89401;0;23;Institutionelle Förderung der Engagement Global gGmbH - Zuschüsse für Investitionen                                                                                                                     ;967;;600101601;9
23;2;89604;0;23;Förderung entwicklungswichtiger Vorhaben der Kirchen                                                                                                                                                    ;284000;;600101602;1
23;2;98103;0;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981<RB>.1 und 981<RB>.7                                                                                                                          ;0;;600101701;1
23;3;18604;0;23;Tilgungen von Darlehen im Rahmen der EWG-Assoziierungsabkommen - Jaunde I und II und Lom‚                                                                                                               ;0;;600101803;1
23;3;38103;0;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381<RB>.1 und 381<RB>.7                                                                                                                         ;0;;600101901;1
23;3;68701;0;23;Beiträge an die Vereinten Nationen, ihre Sonderorganisationen sowie andere internationale Einrichtungen und internationale Nichtregierungsorganisationen                                                ;501120;;600102101;1
23;3;68702;0;23;Beteiligung am Welternährungsprogramm                                                                                                                                                                   ;28008;;600102202;1
23;3;68703;0;23;Förderung der internationalen Agrarforschung                                                                                                                                                            ;30080;;600102203;1
23;3;68704;0;23;Zahlungen an den Internationalen Fonds für landwirtschaftliche Entwicklung (IFAD) und an dessen Sonderprogramm für Subsahara-Afrika                                                                     ;30972;;600103102;1
23;3;89602;0;23;"Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lom‚ und Cotonou)                                                                                                  ";144059;;600103103;1
23;3;89607;0;23;Beitrag an den Globalen Fonds zur Bekämpfung von AIDS, Tuberkulose und Malaria (GFATM)                                                                                                                  ;288000;;600103104;11
23;3;89609;0;23;Entwicklungswichtige multilaterale Hilfen zum weltweiten Umweltschutz, zur Erhaltung der Biodiversität und zum Klimaschutz                                                                              ;728740;;600103105;11
23;3;98103;0;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981<RB>.1 und 981<RB>.7                                                                                                                          ;0;;600103202;11
23;4;18606;0;23;Tilgung von Darlehen im Rahmen der Sonderaktion der Konferenz für Internationale Wirtschaftliche Zusammenarbeit (KIWZ) 1977                                                                             ;2498;;600103301;11
23;4;38103;0;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381<RB>.1 und 381<RB>.7                                                                                                                         ;0;;600103302;11
23;4;68701;0;23;Zahlungen an Einrichtungen der Weltbankgruppe                                                                                                                                                           ;924028;;600103401;11
23;4;68702;0;23;Zahlungen an die Asiatische Entwicklungsbank, an den Asiatischen Entwicklungsfonds sowie an den Sonderfonds für Technische Hilfe                                                                        ;18480;;600103402;11
23;4;68703;0;23;Zahlungen an die Afrikanische Entwicklungsbank und an den Afrikanischen Entwicklungsfonds                                                                                                               ;272662;;600103502;11
23;4;68704;0;23;Zahlungen an die Inter-Amerikanische Entwicklungsbank und deren Sonderfonds, an die Inter-Amerikanische Investitionsgesellschaft und an den Multilateralen Investitionsfonds                            ;5657;;600103602;11
23;4;68705;0;23;Zahlungen an die Karibische Entwicklungsbank und deren Sonderfonds                                                                                                                                      ;3780;;600103703;11
23;4;98103;0;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981<RB>.1 und 981<RB>.7                                                                                                                          ;0;;600103801;11
23;5;38103;0;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381<RB>.1 und 381<RB>.7                                                                                                                         ;0;;600103802;11
23;5;53204;0;23;Beobachtung, Überprüfung und Kapazitätsentwicklung im Rahmen der entwicklungspolitischen Zusammenarbeit                                                                                                 ;2400;;600103901;11
23;5;54401;0;23;Forschung, Untersuchungen und Ähnliches                                                                                                                                                                 ;9800;;600104401;12
23;5;68541;4;23;Institutionelle Förderung von Einrichtungen der Forschung und Evaluierung in der entwicklungspolitischen Zusammenarbeit - Betrieb                                                                       ;19963;;600104402;12
23;5;68603;0;23;Vorbereitung und Ausbildung von Personal für eine Tätigkeit auf dem Gebiet der entwicklungspolitischen Zusammenarbeit                                                                                   ;20990;;600104403;12
23;5;89441;4;23;Institutionelle Förderung von Einrichtungen der Forschung und Evaluierung in der entwicklungspolitischen Zusammenarbeit - Zuschüsse für Investitionen                                                   ;403;;600104404;12
23;5;98103;0;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981<RB>.1 und 981<RB>.7                                                                                                                          ;0;;600104406;12
23;10;38103;0;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381<RB>.1 und 381<RB>.7                                                                                                                         ;0;;600104902;12
23;10;53203;0;11;Sonstige Dienstleistungsaufträge an Dritte                                                                                                                                                              ;1000;;600104903;13
23;10;53204;0;11;Ausgaben für Maßnahmen und Projekte des Beauftragten des Bundeskanzlers für die Deutsch-Griechische Versammlung                                                                                         ;0;;600104904;13
23;10;54601;0;23;Ausgaben im Zusammenhang mit der Ukraine Recovery Conference 2024                                                                                                                                       ;0;;600101111;13
23;10;54602;0;23;Maßnahmen im Zusammenhang mit dem Global Disability Summit 2025                                                                                                                                         ;5000;;600101511;13
23;10;54603;0;29;Ausgaben aus Anlass der deutschen EU-Ratspräsidentschaft 2020                                                                                                                                           ;0;;609002101;15
23;10;54604;0;23;Ausgaben im Zusammenhang mit dem G7-Vorsitz 2022                                                                                                                                                        ;0;;609002201;15
23;10;68701;0;23;Internationaler Klima- und Umweltschutz                                                                                                                                                                 ;58000;;609002202;16
23;10;89601;0;23;Wiederaufbau und Entwicklung in Namibia                                                                                                                                                                 ;45000;;609002301;16
23;10;89602;0;23;Übernahme von Verpflichtungen aus dem ungebundenen Finanzkredit Energie an die Ukraine                                                                                                                  ;12500;;609002402;16
23;10;89631;3;23;Sonderinitiative Transformation der Agrar- und Ernährungssysteme                                                                                                                                        ;259400;;609026601;17
23;10;89632;3;23;Sonderinitiative Geflüchtete und Aufnahmeländer                                                                                                                                                         ;420000;;609068802;17
23;10;89633;3;23;Sonderinitiative Stabilisierung und Entwicklung Nordafrika-Nahost                                                                                                                                       ;1920;;609068804;17
23;10;89634;3;23;Sonderinitiative Gute Beschäftigung für sozial-gerechten Wandel                                                                                                                                         ;69400;;609068808;17
23;10;98103;0;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981<RB>.1 und 981<RB>.7                                                                                                                          ;0;;609068809;17
23;11;11957;57;18;Vermischte Einnahmen                                                                                                                                                                                    ;0;;609068810;18
23;11;11999;0;23;Vermischte Einnahmen                                                                                                                                                                                    ;15000;;609068811;18
23;11;23257;57;18;Beteiligung an den Versorgungslasten des Bundes                                                                                                                                                         ;0;;600209201;26
23;11;28209;0;11;Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen                                                                                                                             ;0;;600211202;26
23;11;38103;0;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381<RB>.1 und 381<RB>.7                                                                                                                         ;0;;600211902;26
23;11;38107;0;890;Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben                                                                                                                       ;0;;600211903;26
23;11;42401;0;11;Zuführung an die Versorgungsrücklage                                                                                                                                                                    ;1680;;600211904;26
23;11;43157;57;18;Versorgungsbezüge der Bundesministerinnen und Bundesminister, Parlamentarischen Staatssekretärinnen und Parlamentarischen Staatssekretäre, sonstiger Amtsträger und deren Hinterbliebenen               ;853;;600211906;26
23;11;43257;57;18;Versorgungsbezüge                                                                                                                                                                                       ;23952;;600211989;26
23;11;43457;57;18;Zuführung an die Versorgungsrücklage                                                                                                                                                                    ;1173;;600211999;27
23;11;44101;0;840;Beihilfen aufgrund der Beihilfevorschriften                                                                                                                                                             ;3800;;600212101;27
23;11;44301;0;840;Fürsorgeleistungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften                                                                                                                  ;172;;600212104;27
23;11;44357;57;18;Fürsorgeleistungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften                                                                                                                  ;52;;600213101;27
23;11;44657;57;18;Beihilfen aufgrund der Beihilfevorschriften                                                                                                                                                             ;6072;;600213301;27
23;11;45202;0;223;Unfallversicherung Bund und Bahn                                                                                                                                                                        ;145;;600215202;28
23;11;45357;57;18;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen                                                                                                                                       ;0;;600215401;28
23;11;52601;0;11;Gerichts- und ähnliche Kosten                                                                                                                                                                           ;270;;600216601;28
23;11;52602;0;11;Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen                                                                                                                     ;500;;600216602;28
23;11;52703;0;11;Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen                                                    ;25;;600217203;28
23;11;52901;0;11;Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen                                                                                                                            ;80;;600217401;28
23;11;53204;0;23;Betreuung von Delegationen und internationalen Besuchern                                                                                                                                                ;500;;600218601;28
23;11;54201;0;13;Öffentlichkeitsarbeit                                                                                                                                                                                   ;1400;;600221401;28
23;11;54301;0;23;Veröffentlichungen und Fachinformationen                                                                                                                                                                ;1150;;600226601;28
23;11;54501;0;23;Konferenzen, Tagungen, Messen und Ausstellungen                                                                                                                                                         ;3100;;600227202;28
23;11;54709;0;11;Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden                                                                                          ;0;;600227203;29
23;11;63257;57;18;Erstattungen des Bundes für Versorgungslasten                                                                                                                                                           ;250;;600235501;29
23;11;63403;0;11;Zuweisungen an den Versorgungsfonds                                                                                                                                                                     ;14700;;600235502;29
23;11;68906;0;11;Zahlungsverpflichtungen aus Verstößen gegen EU-Recht                                                                                                                                                    ;0;;600235901;29
23;11;97201;0;880;Globale Minderausgabe Konsolidierungsbeitrag                                                                                                                                                            ;-45430;;600237101;29
23;11;97206;0;880;Globale Minderausgabe infolge §%6 Abs.%11 HG%2016                                                                                                                                                       ;0;;600237203;29
